,Unnamed: 0,title,date,stock,sub_category,sub_category_predicted_score,parent_category,parent_predicted_score,TRUE LABEL
999,1146735,Skyline Corporation Names Jeff Newport COO,2017-03-01 17:30:00-05:00,SKY,Leadership,0.403542906,Company News,0.577603757,
610,1089467,"Rio Tinto Shares Make Near-Term Parabolic Move, Fall Below $57.20 Level, Now Rebound; Hearing CLSA Downgraded Stock",2018-04-18 13:50:00-04:00,RIO,Stock Trends,0.404222965,Investment News,0.44426319,
932,1198331,Silver Prices Hit 30-Year High,2010-12-06 12:58:00-05:00,SVM,Commodity Prices,0.406614721,Market Trends,0.307171315,
218,183324,Broadridge Closes DST's North American Customer Communications Business Acquisition,2016-07-01 14:40:00-04:00,BR,M&A,0.406648099,Company News,0.631026566,
993,757931,"Littelfuse Sees Q3 Adj. EPS $1.50-$1.64 vs $2.06 Est., Sales $362M-$374M vs $409.86M Est.",2019-07-31 06:15:00-04:00,LFUS,Earnings,0.407199442,Company News,0.534794331,
116,1000908,"The Daily Biotech Pulse: Adverum Snags Fast Track Designation, Crispr To Offer Shares, Elanco Animal Health To Debut",2018-09-20 09:02:00-04:00,PFE,Product Launches,0.408649415,Industry Updates,0.505069911,
779,860483,"Economic News – Hot Topic (NASDAQ:HOTT), United Airlines (NASDAQ:UAUA), US Airways (NYSE:LCC), Bank of America (NYSE:BAC), American International Group (NYSE:AIG)",2010-04-08 10:24:00-04:00,MS,Banking News,0.408790588,Economic Indicators,0.514880359,
188,1300822,Housing Starts Plunge in October - Analyst Blog,2010-11-17 12:33:00-05:00,USG,Real Estate Trends,0.408832729,Market Trends,0.476997435,
413,130937,Prime Restaurants Royalty Income Fund Announces Second Quarter 2009 Results,2009-08-10 16:30:00-04:00,B,Fund Activities,0.409561336,Investment News,0.514262915,
371,671943,"Intuit Guides Q4 EPS $0.05-0.07 vs $0.06 Est; Guides Q4 Revenue $647-662M vs $653.7M Est; Guides FY12 EPS $2.44-2.49, Had Seen $2.90-2.97; Guides FY12 Revenue $4.21-4.22B, Had Seen $4.185-4.285B",2012-05-17 16:06:00-04:00,INTU,Earnings,0.410254478,Company News,0.330365062,
796,1050478,"GlaxoSmithKline, Qualcomm Said to be in Talks for JV -Bloomberg",2016-01-20 12:54:00-05:00,QCOM,M&A,0.411884606,Company News,0.511690974,
1179,644650,"The Daily Biotech Pulse: Mesoblast To Test Candidate On Coronavirus Symptoms, Proxy Battle Ahead For Rockwell Medical, Glaukos to Join S&P SmallCap 600 Index",2020-03-10 09:19:00-04:00,IBB,Health Crises,0.4125503,Company News,0.525966465,
1091,118415,Seeing Notable Block Trade In Avon Products; 1M Shares at $2 At the Ask,2018-08-16 12:19:00-04:00,AVP,Stock Trends,0.412779391,Investment News,0.589095712,
982,986266,PG&E Option Alert: Feb 8 $12 Calls Sweep (2) near the Ask: 4500 @ $0.201 vs 109 OI; Earnings 2/8 Before Open [est] Ref=$7.35,2019-01-24 14:39:00-05:00,PCG,Earnings,0.41439864,Investment News,0.341923505,
117,824257,"UPDATE: MGT Says Company To Exclusively License D-Vasive Source Code and Tech Platform, Commercialization Plans Of Sentinel and E-Tagged Technology Still In Place As Previously Disclosed",2016-10-11 15:14:00-04:00,MGT,Tech Developments,0.414482325,Company News,0.512275755,
1007,1043517,5 Life Insurance Stocks With The Highest Revenue Estimates,2012-09-27 08:49:00-04:00,PUK,Earnings,0.414570868,Market Trends,0.352059186,
141,1080069,Mid-Day Market Update: McDonald's Drops On Weak November Sales; Acceleron Pharma Shares Jump,2014-12-08 12:56:00-05:00,REXX,Stock Trends,0.415206522,Company News,0.428860009,
594,488740,US Stock Futures Down Ahead Of Jobless Claims Data,2012-03-22 06:26:00-04:00,FDX,Stock Trends,0.417172164,Economic Indicators,0.691774845,
597,1146719,Mid-Day Market Update: SemiLEDs Falls Following Q2 Results; Pulse Biosciences Shares Surge,2018-04-13 12:11:00-04:00,SKY,Earnings,0.41804716,Company News,0.307002246,
446,912578,Gorilla Glass 3 May be Headed to Apple Products,2013-01-04 12:53:00-05:00,NOK,Tech Developments,0.422247469,Company News,0.319348335,
457,134536,Bank Of America Shares Indicated Up ~0.5% On Volume; Hearing BMO Upgraded Stock From Market Perform To Outperform,2019-06-17 16:40:00-04:00,BAC,Banking News,0.423734188,Company News,0.371018052,
405,170247,Expect Exponential Growth For ETF Managed Portfolios,2016-03-02 09:03:00-05:00,BLK,Fund Activities,0.424420208,Investment News,0.401177257,
263,583803,27 Stocks Moving In Tuesday's Mid-Day Session,2019-10-29 13:10:00-04:00,GRUB,Stock Trends,0.424750984,Market Trends,0.308767736,
1044,753702,Lannett Co. Beats on Top and Bottom Lines (LCI),2010-09-13 16:21:00-04:00,LCI,Earnings,0.425056219,Company News,0.346660703,
351,1094133,"Rambus Sees Q1 Adj. EPS $(0.19)-$(0.12), Sales $41M-$47M; BZ NOTE: This Guidance Accounts For ASC 606",2018-01-29 16:14:00-05:00,RMBS,Earnings,0.427297026,Company News,0.446964175,
440,975094,"The Week Ahead In Biotech: Conferences, PDUFA Dates, Earnings And IPOs",2018-07-28 14:04:00-04:00,PACB,Earnings,0.428310722,Industry Updates,0.523241043,
459,1219667,"Jim Cramer Advises His Viewers On Adobe, Barnes & Noble And More",2018-12-05 09:39:00-05:00,TEL,Tech Developments,0.429273784,Market Trends,0.516985655,
420,378715,Market Wrap For June 17: Markets Higher Ahead Of Fed Decision,2014-06-17 16:30:00-04:00,DPZ,Central Bank Actions,0.429772764,Market Trends,0.397030145,Central Bank Actions
358,1257721,"13F From Buffett's Berkshire Hathaway Shows Liquidated Stakes In Travelers Companies, Phillips 66, Reduced Stake In Goldman",2020-05-15 16:20:00-04:00,TRV,Fund Activities,0.431064606,Company News,0.371852547,
703,939060,Viacom Reports Mixed Results   - Analyst Blog,2011-02-03 13:57:00-05:00,NWSA,Earnings,0.431939244,Company News,0.293386966,
1158,1376131,40 Stocks Moving In Wednesday's Mid-Day Session,2019-06-19 12:23:00-04:00,X,Stock Trends,0.435824931,Market Trends,0.350031495,
172,1352265,Tesla Unveils Revolutionary New Finance Product,2013-04-02 16:56:00-04:00,WFC,Product Launches,0.436032951,Company News,0.455481976,
577,764170,Lumber Liquidators Appoints Ray Cotton To Senior VP,2014-09-30 16:31:00-04:00,LL,Leadership,0.436237514,Company News,0.695401728,
326,384056,Mid-Afternoon Market Update: Microsoft Rises After Strong Results; DryShips Shares Decline,2014-10-24 15:23:00-04:00,DRYS,Stock Trends,0.43624863,Market Trends,0.342783332,
664,371768,"8-K from Dun & Bradstreet Shows Co. Expecting FY15 Sales Growth 6-9%, Adj. EPS Down 3% to Up 1%",2015-11-03 16:41:00-05:00,DNB,Earnings,0.437469065,Company News,0.544923007,
1009,1379592,Buyer Beware: 5 ETNs To Play The Return Of Market Volatility,2018-04-16 15:40:00-04:00,XIV,Investment Strategies,0.439969033,Investment News,0.399104536,
918,249606,CLARCOR Inc. Sees FY2013 EPS $2.45-2.60 vs $2.60 Est,2013-01-16 17:30:00-05:00,CLC,Earnings,0.440022558,Company News,0.374689996,
11,435198,For The Bold: Bearish Energy ETF Ideas,2015-08-05 15:42:00-04:00,ERY,Investment Strategies,0.440965593,Investment News,0.49547106,
611,390469,Marathon Partners Responds to Dover Motorsports Merger Proposal,2010-10-18 09:14:00-04:00,DVD,M&A,0.441020519,Company News,0.535113394,
1051,979188,"Par Pacific Reports Q2 Adj. EPS $0.24 vs $0.25 Est., Sales $564.245M vs $592.53M Est.",2017-08-07 17:15:00-04:00,PARR,Earnings,0.441407412,Company News,0.426233083,
1132,569816,"1,000 Google Employees Volunteer To Help Expand Sister Company's Coronavirus Testing Program",2020-03-27 06:45:00-04:00,GOOGL,Employment,0.442510992,Company News,0.474169225,
1189,1061527,"Ryder Sees Q2 EPS $1.50-$1.55 vs. Est. $1.60, FY16 EPS $6.10-$6.30 vs. Est. EPS $6.14",2016-04-26 07:56:00-04:00,R,Earnings,0.44619,Company News,0.455001473,
878,153891,"General Cable Reports Q2 Adj. EPS $0.36 vs $0.26 Est.; Sees Q3 Adj. EPS $0.02-$0.22 vs $0.20 Est., Sales $975M-$1.025B vs $1.03B Est.",2015-08-05 16:22:00-04:00,BGC,Earnings,0.447023571,Company News,0.51423955,
1086,303336,"Credit Suisse Said to Merge Global Credit, Structured Finance Groups In Restructuring -Reuters",2016-03-23 13:40:00-04:00,CS,Banking News,0.450229555,Company News,0.613788784,
578,296073,China Recycling Group Shares Falling To $2.15 Following Circuit Breaker Halt,2017-11-09 10:03:00-05:00,CREG,Stock Trends,0.450694978,Company News,0.28606835,
352,927420,UPDATE: NuVasive Cuts Guidance for Year Adjusted EPS On Conv Note Placement,2011-07-25 16:45:00-04:00,NUVA,Earnings,0.453354001,Company News,0.487589121,
997,374753,Mid-Day Market Update: Limelight Networks Jumps After Q3 Results; Bionano Genomics Shares Plummet,2019-10-17 11:52:00-04:00,DOV,Earnings,0.453388482,Company News,0.312105536,
886,217735,"Cambrex Reports Q1 EPS $0.29 vs. Est. $0.23, Rev. $78.2M vs. Est. $76.01M",2015-05-01 07:03:00-04:00,CBM,Earnings,0.455118954,Company News,0.535328925,
197,1295650,Upland Software Names Tim Mattox President,2015-02-04 09:16:00-05:00,UPLD,Leadership,0.455763459,Company News,0.637743771,
991,1154258,Southern Missouri Bancorp 8-K Shows Raised Qtr. Dividend From $0.13 To $0.15/Share,2019-07-19 06:06:00-04:00,SMBC,Banking News,0.457939714,Company News,0.621642292,
452,1092581,90 Stocks Moving In Thursday's Mid-Day Session,2019-08-08 12:50:00-04:00,RLGY,Stock Trends,0.458099842,Market Trends,0.350910902,
1183,666109,Amazon Rating And Price Target Cut; Pandora Reports Slow Growth,2014-07-25 15:13:00-04:00,INFA,Stock Trends,0.458457112,Investment News,0.450260729,
227,426490,Why Enzo Biochem Shares Are Rallying,2020-04-23 13:22:00-04:00,ENZ,Stock Trends,0.461137444,Investment News,0.464825839,
856,383050,32 Stocks Moving In Friday's Mid-Day Session,2017-10-20 12:27:00-04:00,DRRX,Stock Trends,0.462957442,Market Trends,0.309226692,
640,96257,ArQule Shares Volatile Over Last Few Mins.; Recently Saw 1.3M Share Block Trade At Price Of $5/Share; Stock Up 3% For Session,2018-05-30 11:50:00-04:00,ARQL,Stock Trends,0.468821436,Investment News,0.48122102,
508,207298,"#PreMarket Primer: Thursday, September 18: Scotland Heads To The Polls ",2014-09-18 07:43:00-04:00,CAG,Elections,0.471683741,Market Trends,0.404337168,
843,1066961,UPDATE: Regal Beloit Misses Q4 Expectations,2015-02-17 06:47:00-05:00,RBC,Earnings,0.473216534,Company News,0.514754713,
14,1244223,8 Biotechs With Coronavirus Vaccines In Development,2020-03-16 10:42:00-04:00,TNXP,Tech Developments,0.473739296,Company News,0.274603069,
659,192256,British American Tobacco shares are trading lower in sympathy with the overall market on continued coronavirus fears. There were notable upticks in Italy and Iran.,2020-02-24 10:48:00-05:00,BTI,Health Crises,0.474389464,Company News,0.229039475,
818,485634,Family Dollar Reports First Quarter Sales and Earnings ,2011-01-05 07:16:00-05:00,FDO,Earnings,0.474754125,Company News,0.701648772,
350,1103960,42 Stocks Moving In Tuesday's Mid-Day Session,2019-03-12 14:06:00-04:00,RRTS,Stock Trends,0.475355804,Market Trends,0.339989156,
607,1358096,"US Stock Futures Rise Ahead Of Earnings, Consumer Confidence Data",2014-07-29 07:32:00-04:00,WIN,Earnings,0.476208448,Economic Indicators,0.58295083,
404,40349,30 Stocks Moving In Tuesday's Pre-Market Session,2018-08-28 08:02:00-04:00,AFMD,Stock Trends,0.477293611,Market Trends,0.351484388,
258,71950,American Homes 4 Rent Reports Inline Q2 FFO $0.17,2015-08-06 18:55:00-04:00,AMH,Earnings,0.477560401,Company News,0.534074545,
171,19802,30 Stocks Moving in Monday's Pre-Market Session,2020-02-10 07:30:00-05:00,ACST,Stock Trends,0.477729678,Market Trends,0.354756236,
441,811535,Mid-Afternoon Market Update: Crude Oil Down 1%; CPI Aerostructures Shares Spike Higher,2017-05-09 14:33:00-04:00,MDC,Commodity Prices,0.47791934,Market Trends,0.374845147,
784,293984,Mid-Afternoon Market Update: U.S. Stocks Turn Lower; Roku Shares Plummet,2019-09-20 14:41:00-04:00,CRC,Stock Trends,0.477923274,Market Trends,0.511426747,
411,181448,Brookfield Canada Office Properties Reports Q1 EPS $0.64 vs $0.12 In Prior Year Period,2017-04-24 17:02:00-04:00,BOXC,Earnings,0.478371859,Company News,0.527413845,
359,189981,"BSQUARE Sees Q1 2016 Revs $23M-$25M, no estimates",2016-02-11 16:12:00-05:00,BSQR,Earnings,0.480973423,Company News,0.444479823,
461,592324,Guidewire Software,2012-04-02 18:47:00-04:00,GWRE,GDP,0.481702775,Market Trends,0.302544415,
1106,933796,"NVR Q3 EPS $56.11 Up From $48.28 YoY, Sales $1.873B Up From $1.852B YoY",2019-10-18 09:01:00-04:00,NVR,Earnings,0.48262766,Company News,0.442693114,
543,934160,30 Stocks Moving In Wednesday's Pre-Market Session,2019-03-20 07:38:00-04:00,NVRO,Stock Trends,0.482705623,Market Trends,0.371755928,
480,301796,"Cirrus Logic Shares Sell To LOD, Down ~12%; Will Reports Earnings On Oct 28 After Hours",2015-10-26 13:32:00-04:00,CRUS,Earnings,0.484525919,Investment News,0.445157975,
355,936539,"NorthWestern Reports Q4 EPS $0.93 vs $0.73 Est; Revenues $283.2M vs $293.25M Est	 			",2012-02-16 06:49:00-05:00,NWE,Earnings,0.486308724,Company News,0.525046527,
259,1213484,42 Stocks Moving In Thursday's Mid-Day Session,2019-07-18 12:57:00-04:00,TBK,Stock Trends,0.48860985,Market Trends,0.350484282,
313,988157,CNBC's Stock Pops & Drops From February 6,2015-02-08 21:14:00-05:00,PCLN,Stock Trends,0.489698261,Company News,0.686942399,
201,357323,Shares of several healthcare companies are trading lower amid overall market weakness caused by the coronavirus which has decreased consumer spending and economic activity.,2020-04-15 10:05:00-04:00,DGX,Health Crises,0.49024719,Company News,0.242388293,
954,856993,5 Stocks David Einhorn Bought -TheStreet,2012-08-08 12:30:00-04:00,MRVL,Investment Strategies,0.490990251,Investment News,0.87726438,
1016,1117801,"15 Stocks Which Rallied Four Days, Then Sold Off Yesterday",2016-09-02 14:03:00-04:00,SBNY,Stock Trends,0.492861569,Investment News,0.515963614,
988,324901,Shares of several oil companies are trading higher as oil prices rise after API and EIA data showed a larger-than-expected crude draw for the week ended July 5.,2019-07-10 11:11:00-04:00,CXO,Commodity Prices,0.494250119,Market Trends,0.230712935,
906,553291,"General Mills, Inc. Sees FY2014 EPS $2.87-2.90 vs $2.93 Est",2013-06-26 07:00:00-04:00,GIS,Earnings,0.495747358,Company News,0.40774262,
995,679718,iRobot Reports Q4 EPS of $0.26 vs. $0.14,2011-02-09 16:50:00-05:00,IRBT,Earnings,0.495809764,Company News,0.513525665,
1033,807908,McKesson Sees FY 2016 EPS $12.60-$12.90 vs Est $12.77,2016-01-27 16:12:00-05:00,MCK,Earnings,0.496147454,Company News,0.534354925,
333,1306971,28 Stocks Moving In Thursday's Mid-Day Session,2018-03-22 12:47:00-04:00,VC,Stock Trends,0.496255368,Market Trends,0.3474814,
776,495735,"The Finish Line, Inc. Sees FY2014 EPS $1.60-1.65 vs $1.59 Est",2013-12-20 07:16:00-05:00,FINL,Earnings,0.496727079,Company News,0.390717715,
385,1136216,"Sherwin-Williams Company (The) Sees Q3 EPS $3.15-3.25 vs $3.06 Est, Sees Sales Growth 9-14%",2014-07-17 07:05:00-04:00,SHW,Earnings,0.498855919,Company News,0.549666524,
616,487638,The Scope Of Amazon's Whole Foods Deal: Carrier's Gain Is Parcel Deliverer's Loss,2017-07-23 16:27:00-04:00,FDX,M&A,0.500437915,Company News,0.387901753,
330,426916,Enzymotec Sees FY2014 EPS $0.64-0.94 vs $0.86 Est,2014-05-14 07:35:00-04:00,ENZY,Earnings,0.501463652,Company News,0.451194018,
1088,943409,"Oasis Petroleum Said To Weigh Sale of Bakken Midstream Unit, Also Weighing IPO of Oasis Midstream Services",2015-02-13 09:47:00-05:00,OAS,M&A,0.501891136,Company News,0.470789403,
925,100143,38 Stocks Moving In Thursday's Mid-Day Session,2019-12-12 12:11:00-05:00,ASMB,Stock Trends,0.507980108,Market Trends,0.354553133,
189,1558,Morneau Sobeco Announces Positive Second Quarter Results,2009-08-12 12:01:00-04:00,A,Earnings,0.50947094,Company News,0.738524556,
1130,903966,"NIO Option Alert: Jan, 2021 $7 Calls at the Ask: 2100 @ $0.321 vs 16363 OI; Earnings 9/9 Before Open [est] Ref=$2.69",2019-09-04 15:08:00-04:00,NIO,Earnings,0.510890543,Investment News,0.541897714,
1038,617946,Hilton Worldwide Sees FY2014 EPS $0.57-0.61 vs $0.64 Est,2014-02-27 06:56:00-05:00,HLT,Earnings,0.512748897,Company News,0.502825081,
857,113590,Avista Corporation Reports Q2 EPS of $0.43 vs $0.39 Est; Revenue of $352.05M vs $357.36M Est,2013-08-07 07:21:00-04:00,AVA,Earnings,0.515013278,Company News,0.554172277,
819,516359,25 Stocks Moving In Tuesday's Pre-Market Session,2018-09-11 08:00:00-04:00,FRED,Stock Trends,0.515863955,Market Trends,0.361094415,
820,516359,25 Stocks Moving In Tuesday's Pre-Market Session,2018-09-11 08:00:00-04:00,FRED,Stock Trends,0.515863955,Market Trends,0.361094415,
821,516359,25 Stocks Moving In Tuesday's Pre-Market Session,2018-09-11 08:00:00-04:00,FRED,Stock Trends,0.515863955,Market Trends,0.361094415,
822,516359,25 Stocks Moving In Tuesday's Pre-Market Session,2018-09-11 08:00:00-04:00,FRED,Stock Trends,0.515863955,Market Trends,0.361094415,
823,515312,25 Stocks Moving In Tuesday's Pre-Market Session,2018-09-11 08:00:00-04:00,FRAN,Stock Trends,0.515863955,Market Trends,0.361094415,
824,515312,25 Stocks Moving In Tuesday's Pre-Market Session,2018-09-11 08:00:00-04:00,FRAN,Stock Trends,0.515863955,Market Trends,0.361094415,
825,515312,25 Stocks Moving In Tuesday's Pre-Market Session,2018-09-11 08:00:00-04:00,FRAN,Stock Trends,0.515863955,Market Trends,0.361094415,
826,515312,25 Stocks Moving In Tuesday's Pre-Market Session,2018-09-11 08:00:00-04:00,FRAN,Stock Trends,0.515863955,Market Trends,0.361094415,
827,75236,25 Stocks Moving In Tuesday's Pre-Market Session,2018-08-21 08:02:00-04:00,AMTD,Stock Trends,0.515863955,Market Trends,0.361094415,
828,75236,25 Stocks Moving In Tuesday's Pre-Market Session,2018-08-21 08:02:00-04:00,AMTD,Stock Trends,0.515863955,Market Trends,0.361094415,
829,75236,25 Stocks Moving In Tuesday's Pre-Market Session,2018-08-21 08:02:00-04:00,AMTD,Stock Trends,0.515863955,Market Trends,0.361094415,
830,75236,25 Stocks Moving In Tuesday's Pre-Market Session,2018-08-21 08:02:00-04:00,AMTD,Stock Trends,0.515863955,Market Trends,0.361094415,
831,1027067,25 Stocks Moving In Tuesday's Pre-Market Session,2017-06-13 08:10:00-04:00,PPBI,Stock Trends,0.515863955,Market Trends,0.361094415,
832,1027067,25 Stocks Moving In Tuesday's Pre-Market Session,2017-06-13 08:10:00-04:00,PPBI,Stock Trends,0.515863955,Market Trends,0.361094415,
833,1027067,25 Stocks Moving In Tuesday's Pre-Market Session,2017-06-13 08:10:00-04:00,PPBI,Stock Trends,0.515863955,Market Trends,0.361094415,
834,1027067,25 Stocks Moving In Tuesday's Pre-Market Session,2017-06-13 08:10:00-04:00,PPBI,Stock Trends,0.515863955,Market Trends,0.361094415,
780,217661,Mid-Morning Market Update: Markets Open Lower; CVS Health Earnings Beat Views,2019-08-07 10:10:00-04:00,CBM,Earnings,0.516335011,Company News,0.352903217,
335,473080,Pawn Shops Continue to Impress,2010-01-28 09:30:00-05:00,EZPW,Asset Trends,0.516551614,Industry Updates,0.426817834,
126,864391,"Shares of several iron ore, metal, and industrial companies are trading higher after China's iron ore futures rose on expectations that mining production will not be able to meet high demand.",2019-06-11 09:54:00-04:00,MT,Commodity Prices,0.516640007,Company News,0.2145399,Commodity Prices
746,447168,"Envision Healthcare To Acquire Michigan Physician Group, Terms Not Disclosed",2016-03-15 16:47:00-04:00,EVHC,M&A,0.517623723,Company News,0.433485687,
289,695988,"United Air Shares Down 11.4% Following Q4 Earnings, Co. Pres Comment On Conference Call 'best way to compete with a low-cost carrier is to match prices'; Spirit Shares Down 8%, Delta, American, Alaska Down 7%, Southwest, Hawaiian, JetBlue Down 4%",2018-01-24 12:30:00-05:00,JBLU,Earnings,0.518269241,Company News,0.626410484,
1056,288075,Campbell SoUp Company Reports Q1 EPS of $0.63 vs $0.87 Est; Revenue of $2.17B vs $2.29B Est,2013-11-19 07:05:00-05:00,CPB,Earnings,0.518451035,Company News,0.663431406,
1092,1114016,Sanmina Reports Prelim. Q1 EPS $0.48 vs $0.68-$0.74 Previously Guided Outlook,2018-01-19 16:06:00-05:00,SANM,Earnings,0.519390464,Company News,0.545480549,
973,1111599,Airline Stocks Soar While Boeing Remains Grounded,2013-01-09 09:07:00-05:00,RYAAY,Stock Trends,0.521755874,Market Trends,0.293190926,
504,728911,22 Stocks Moving In Tuesday's Pre-Market Session,2017-01-03 08:11:00-05:00,KKR,Stock Trends,0.521905661,Market Trends,0.353576481,
1057,1275228,"The Market In 5 Minutes: Treasury Yields, Twitter Beats, Takeda-Shire And More",2018-04-25 09:00:00-04:00,TWX,Bond Yields,0.523853481,Market Trends,0.599951684,
1006,645206,"Benzinga's Daily Biotech Pulse: Verastem Uprooted On Stock Offering, Titan Pharma Earnings",2018-05-16 08:10:00-04:00,IBB,Earnings,0.524513781,Industry Updates,0.373761326,
1031,319283,"Cenovus Energy Reports Q4 EPS $0.44 vs $0.50 Est 			",2012-02-15 06:44:00-05:00,CVE,Earnings,0.526777029,Company News,0.545267642,
6,831600,Marsh Subsidiary Marsh & McLennan To Acquire Benefits Advisory Group,2016-09-01 09:02:00-04:00,MMC,M&A,0.527495742,Company News,0.490135491,
348,296380,"The Daily Biotech Pulse: NASH Disappointment For Genfit, Novavax Lands $384M CEPI Funding For Coronavirus Vaccine, GW Pharma Earnings",2020-05-12 08:06:00-04:00,CRIS,Earnings,0.528939009,Company News,0.426076442,
701,184658,"Broadcom Reports Q1 Adj. EPS $0.64 vs $0.60 Est., Sales $2.06B vs $2.01B Est.",2015-04-21 16:05:00-04:00,BRCM,Earnings,0.529726326,Company News,0.570150375,
839,996260,Monster's New Soda Line Looking To Move Pepsi's Mountain,2016-06-15 12:42:00-04:00,PEP,Product Launches,0.531407237,Company News,0.36889866,Product Launches
884,1006639,"Progressive Reports Q3 EPS $0.24 vs $0.28 Est		",2011-10-12 08:36:00-04:00,PGR,Earnings,0.532561839,Company News,0.599529088,
930,1030351,"PRA Group Reports Q3 Adj. EPS $0.68 vs $0.71 Est., Sales $222M vs $229.9M Est.",2016-11-07 16:43:00-05:00,PRAA,Earnings,0.53282994,Company News,0.542388439,
762,970498,"Occidental Petroleum Reports Q4 Core EPS $0.41, Inline",2018-02-13 16:30:00-05:00,OXY,Earnings,0.532831013,Company News,0.486004859,
142,388602,Gold Is In The Spotlight; Marc Cuban Thinks It Could Be A 'Safe Haven',2016-02-11 13:21:00-05:00,DUST,Commodity Prices,0.533319473,Market Trends,0.413275957,
1122,1059435,"Quantum Reports Q2 Adj. EPS $0.02 vs $0.05 in Same Qtr. Last Year, Sales $134.7M vs $132.6M Est.",2016-10-26 16:28:00-04:00,QTM,Earnings,0.534035206,Company News,0.569905877,
161,841353,Bloom Box (Bloom Energy) IPO?,2010-03-26 14:37:00-04:00,MOD,Product Launches,0.534086525,Company News,0.333069354,
111,78543,33 Stocks Moving In Friday's Pre-Market Session,2018-05-04 08:03:00-04:00,ANET,Stock Trends,0.535468996,Market Trends,0.367458194,
656,956681,Top 4 Small-Cap Stocks In The Paper & Paper Products Industry With The Highest ROE,2012-05-16 03:20:00-04:00,ONP,Earnings,0.538596272,Market Trends,0.28119719,
272,666432,26 Stocks Moving In Tuesday's Pre-Market Session,2018-10-09 08:19:00-04:00,INFI,Stock Trends,0.539852262,Market Trends,0.367809623,
861,1009599,PhotoMedex Reports Q3 EPS of $0.04 vs $0.32 Est; Revenue of $45.90M vs $58.24M Est,2013-11-06 06:37:00-05:00,PHMD,Earnings,0.541854858,Company News,0.505350232,
876,1057381,NYSE/NASDAQ Advances and Decliners,2011-06-27 10:34:00-04:00,QQQ,Stock Trends,0.542513549,Market Trends,0.4940148,
343,1349644,"WEX Reports Strong Q4; Transportation ""Biggest Drag"" On Fleet Segment",2020-02-13 12:57:00-05:00,WEX,Earnings,0.543633938,Company News,0.567189932,
902,602686,26 Stocks Moving In Monday's Pre-Market Session,2018-08-06 08:04:00-04:00,HBM,Stock Trends,0.549078226,Market Trends,0.365364879,
1127,45005,"Allergan, Inc. Sees Q1 EPS $0.94-0.96 vs $1.02 Est; Sees Sales $1.38B-1.45B vs $1.48B Est",2013-02-05 09:02:00-05:00,AGN,Earnings,0.549162507,Company News,0.575452745,
1071,966313,34 CEOs Who Resigned Or Were Fired In 2019,2019-12-30 12:37:00-05:00,OSTK,Employment,0.550741017,Company News,0.481732309,
1058,442757,"Jim Cramer Weighs In On Marvell Technology, Cheniere Energy And More",2018-10-30 06:58:00-04:00,ETM,Tech Developments,0.551722169,Market Trends,0.37058112,
863,393425,Option Alert: Dexcom Jun 70.0 Puts: 500 @  Above Ask!  $2.85: 1305 traded vs 1384 OI:  Earnings 8/1 After Close (est)  $69.65 Ref,2017-05-16 13:44:00-04:00,DXCM,Earnings,0.552097082,Company News,0.293730408,
1025,1114070,"Sanmina Reports Q2 Adj. EPS $0.63 vs $0.57 Est., Sales $1.61B vs $1.6B Est.",2016-04-25 16:06:00-04:00,SANM,Earnings,0.552746475,Company News,0.568719089,
183,87215,"Apollo Global Management, LLC Reports Q1 EPS of $0.32 vs $0.60 Est; Revenue of $491.40M vs $525.05M Est",2014-05-08 07:09:00-04:00,APO,Earnings,0.55282104,Company News,0.618369341,
318,1256476,TransCanada Acquisition of Columbia Pipeline Group Receives Stockholder Support,2016-06-22 10:35:00-04:00,TRP,M&A,0.554054677,Company News,0.433544248,M&A
1163,221633,15 Stocks Moving In Thursday's Pre-Market Session,2016-12-29 08:17:00-05:00,CCJ,Stock Trends,0.557828248,Market Trends,0.37734738,
815,1043437,5 Financial Services Stocks Moving In Monday's Pre-Market Session,2019-12-09 08:31:00-05:00,PUK,Stock Trends,0.557863116,Market Trends,0.39238134,
628,325915,21 Technology Stocks Moving In Friday's Pre-Market Session,2020-03-06 07:52:00-05:00,CY,Tech Developments,0.558144629,Market Trends,0.547434688,
787,700961,"Buy-Rated BTIG Saying JC Penney's Draw on Revolver Shouldn't Be Surprise Amid the Pending Relaunch of Home Dept., Inventory Build Up",2013-04-15 12:20:00-04:00,JCP,Product Launches,0.559050858,Company News,0.334359229,
601,557584,Globant S.A. shares are trading lower after the company reported Q2 earnings.,2019-08-16 08:30:00-04:00,GLOB,Earnings,0.559566557,Company News,0.347601801,
637,1364230,Wabash National Misses 3Q Expectations,2010-11-03 07:27:00-04:00,WNC,Earnings,0.561824143,Company News,0.520713925,
1157,22578,"Adobe Sees Q4 Adj. EPS ~$1.15 vs $1.10 Est., Sales ~$1.95B vs $1.95B Est.",2017-09-19 16:15:00-04:00,ADBE,Earnings,0.562332749,Company News,0.373421431,
1013,913882,Global X Funds Launches First Norway ETF (NORW),2010-11-10 09:44:00-05:00,NORW,Product Launches,0.563695192,Investment News,0.232799962,
860,1189118,Stanley Furniture Reports Prelim. Q4 EPS $(0.44) Sales $11.9M,2018-01-23 09:20:00-05:00,STLY,Earnings,0.569010437,Company News,0.63381952,
402,1340501,"Rite Aid, Albertsons Cave To Opposition, Cancel Merger",2018-08-09 07:57:00-04:00,WBA,M&A,0.56936872,Company News,0.720185339,
